,lat,long
"1371 ELINOR CRES, Port Coquitlam, BC, Canada",49.2395728,-122.7882098
"2654 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2380102,-122.7867198
"955 MOODY CRT, Port Coquitlam, BC, Canada",49.2336843,-122.7826433
"1953 EUREKA AVE, Port Coquitlam, BC, Canada",49.2367338,-122.7711198
"2170 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.237651,-122.7739831
"1454 DENISE PL, Port Coquitlam, BC, Canada",49.2418533,-122.7823014
"886 CITADEL DR, Port Coquitlam, BC, Canada",49.23198379999999,-122.7845572
"1507 ELINOR CRES, Port Coquitlam, BC, Canada",49.242092,-122.7862
"1484 WESTERN DR, Port Coquitlam, BC, Canada",49.2421213,-122.7825726
"1973 HARBOUR ST, Port Coquitlam, BC, Canada",49.235522,-122.771208
"2033 POEL PL, Port Coquitlam, BC, Canada",49.2351663,-122.772427
"1311 EASTERN DR, Port Coquitlam, BC, Canada",49.2394756,-122.7861166
"1284 BRAND ST, Port Coquitlam, BC, Canada",49.2384524,-122.7669729
"2270 RAMPART PL, Port Coquitlam, BC, Canada",49.2330433,-122.7785383
"823 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.2354773,-122.7839659
"1454 GLORIA DR, Port Coquitlam, BC, Canada",49.24195290000001,-122.7841849
"2473 COLONIAL DR, Port Coquitlam, BC, Canada",49.235569,-122.782227
"1241 GATEWAY PL, Port Coquitlam, BC, Canada",49.2363236,-122.7765808
"1290 RICARD PL, Port Coquitlam, BC, Canada",49.236219,-122.775368
"1428 MORRISON ST, Port Coquitlam, BC, Canada",49.2409119,-122.7681499
"1445 MORRISON ST, Port Coquitlam, BC, Canada",49.24119899999999,-122.7676549
"2589 PALISADE CRES, Port Coquitlam, BC, Canada",49.2297454,-122.7863899
"1449 DENISE PL, Port Coquitlam, BC, Canada",49.2414113,-122.7818817
"1864 JACANA AVE, Port Coquitlam, BC, Canada",49.2386791,-122.7688744
"1908 JACANA AVE, Port Coquitlam, BC, Canada",49.2387358,-122.7699275
"1096 COUTTS WAY, Port Coquitlam, BC, Canada",49.233515,-122.7894309
"976 MOODY CRT, Port Coquitlam, BC, Canada",49.233112,-122.783081
"850 MUSKET TERR, Port Coquitlam, BC, Canada",49.231062,-122.7874539
"2161 PARAPET TERR, Port Coquitlam, BC, Canada",49.2353945,-122.7756046
"2171 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.237538,-122.7746055
"1358 CITADEL DR, Port Coquitlam, BC, Canada",49.2388001,-122.7738096
"1069 COUTTS WAY, Port Coquitlam, BC, Canada",49.23330499999999,-122.79054
"2515 COLONIAL DR, Port Coquitlam, BC, Canada",49.2361369,-122.7823016
"1232 DEWAR WAY, Port Coquitlam, BC, Canada",49.2379577,-122.784938
"1263 KENSINGTON PL, Port Coquitlam, BC, Canada",49.2370662,-122.7805065
"2142 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2372712,-122.7729092
"1245 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2360039,-122.7735686
"975 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2323892,-122.7911573
"2153 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2307491,-122.7790499
"2609 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2384335,-122.7840002
"1850 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.240207,-122.768556
"1442 GLORIA DR, Port Coquitlam, BC, Canada",49.2423053,-122.784915
"1460 CLAUDIA PL, Port Coquitlam, BC, Canada",49.24195599999999,-122.7794759
"1197 COUTTS WAY, Port Coquitlam, BC, Canada",49.2362809,-122.7886726
"1261 COUTTS PL, Port Coquitlam, BC, Canada",49.2375192,-122.7882608
"937 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.234794,-122.782953
"1312 WESTERN PL, Port Coquitlam, BC, Canada",49.239445,-122.785561
"1322 EASTERN DR, Port Coquitlam, BC, Canada",49.240414,-122.7852761
"2617 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2302686,-122.7880836
"1120 CASTLE CRES, Port Coquitlam, BC, Canada",49.2324885,-122.776804
"1457 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2412344,-122.7733969
"1273 BENNECK WAY, Port Coquitlam, BC, Canada",49.2373853,-122.7871519
"1157 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.23556500000001,-122.781744
"1250 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2362182,-122.7730177
"1876 EUREKA AVE, Port Coquitlam, BC, Canada",49.2368913,-122.7686778
"1464 WESTERN DR, Port Coquitlam, BC, Canada",49.2413111,-122.7833087
"2568 PALISADE CRES, Port Coquitlam, BC, Canada",49.229512,-122.784965
"1225 ROYAL CRT, Port Coquitlam, BC, Canada",49.235983,-122.783943
"1139 CITADEL DR, Port Coquitlam, BC, Canada",49.2353,-122.7781911
"1129 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2338956,-122.7734975
"1822 JACANA AVE, Port Coquitlam, BC, Canada",49.238675,-122.7675509
"2650 FORTRESS DR, Port Coquitlam, BC, Canada",49.23033969999999,-122.7910573
"826 PALADIN TERR, Port Coquitlam, BC, Canada",49.2303302,-122.7849713
"1169 COUTTS WAY, Port Coquitlam, BC, Canada",49.2353743,-122.7887379
"1228 GATEWAY PL, Port Coquitlam, BC, Canada",49.235679,-122.776064
"1242 RICARD PL, Port Coquitlam, BC, Canada",49.2359653,-122.7740899
"1319 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2375768,-122.7736185
"1280 CITADEL DR, Port Coquitlam, BC, Canada",49.2371227,-122.7755809
"753 CANNON GREEN, Port Coquitlam, BC, Canada",49.2298339,-122.7898539
"757 CAPITAL CRT, Port Coquitlam, BC, Canada",49.2278484,-122.7905374
"791 CITADEL DR, Port Coquitlam, BC, Canada",49.22959,-122.787915
"1159 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2339197,-122.7855193
"2242 RAMPART PL, Port Coquitlam, BC, Canada",49.2325387,-122.7780372
"1223 DEWAR WAY, Port Coquitlam, BC, Canada",49.235998,-122.7873991
"2613 KLASSEN CRT, Port Coquitlam, BC, Canada",49.23846109999999,-122.7841918
"759 CITADEL DR, Port Coquitlam, BC, Canada",49.2286459,-122.7909532
"808 CITADEL DR, Port Coquitlam, BC, Canada",49.2298967,-122.7871045
"762 CANNON GREEN, Port Coquitlam, BC, Canada",49.2301458,-122.7904152
"1131 CASTLE CRES, Port Coquitlam, BC, Canada",49.23316089999999,-122.7770565
"1460 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2415039,-122.7722891
"2631 PIONEER WAY, Port Coquitlam, BC, Canada",49.2348775,-122.785988
"1108 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2338792,-122.7728535
"1470 ELINOR CRES, Port Coquitlam, BC, Canada",49.2405721,-122.7870192
"2693 FORTRESS DR, Port Coquitlam, BC, Canada",49.2296126,-122.7884749
"943 MOODY CRT, Port Coquitlam, BC, Canada",49.2334897,-122.7823508
"1115 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2322381,-122.7862104
"1843 JACANA AVE, Port Coquitlam, BC, Canada",49.2391439,-122.7684178
"1442 DENISE PL, Port Coquitlam, BC, Canada",49.2408866,-122.7828338
"1455 EASTERN DR, Port Coquitlam, BC, Canada",49.2408715,-122.7775967
"1438 DELIA DR, Port Coquitlam, BC, Canada",49.2405923,-122.7816718
"1441 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2407629,-122.7736257
"2182 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2380188,-122.7740381
"1051 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2326737,-122.7745539
"2343 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.23702609999999,-122.7775733
"2309 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23623850000001,-122.7774042
"1893 PRINCE ST, Port Coquitlam, BC, Canada",49.235208,-122.769021
"2547 PALISADE CRES, Port Coquitlam, BC, Canada",49.2303101,-122.7844781
"2356 COLONIAL DR, Port Coquitlam, BC, Canada",49.23342270000001,-122.7808231
"1133 FLETCHER WAY, Port Coquitlam, BC, Canada",49.234555,-122.790321
"2106 CARMEN PL, Port Coquitlam, BC, Canada",49.2419309,-122.7778857
"1935 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405741,-122.7700457
"1162 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2352667,-122.7892294
"2378 BEGBIE TERR, Port Coquitlam, BC, Canada",49.23422000000001,-122.780656
"1236 KENSINGTON PL, Port Coquitlam, BC, Canada",49.23643269999999,-122.7799929
"1157 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.234525,-122.77449
"1419 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.240286,-122.776548
"961 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2318783,-122.7922048
"922 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2303897,-122.7922904
"2513 PALISADE CRES, Port Coquitlam, BC, Canada",49.23104499999999,-122.7848123
"1127 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2337579,-122.7744861
"1318 ELINOR CRES, Port Coquitlam, BC, Canada",49.239787,-122.7868861
"1188 COUTTS WAY, Port Coquitlam, BC, Canada",49.235884,-122.788061
"1280 DEWAR WAY, Port Coquitlam, BC, Canada",49.2375532,-122.7849564
"2658 PIONEER WAY, Port Coquitlam, BC, Canada",49.2344817,-122.7869522
"1274 GATEWAY PL, Port Coquitlam, BC, Canada",49.2369984,-122.7754349
"2675 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2306604,-122.7892168
"835 MUSKET TERR, Port Coquitlam, BC, Canada",49.23140420000001,-122.7885503
"2622 HOMESTEADER WAY, Port Coquitlam, BC, Canada",49.232782,-122.787358
"1131 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2330469,-122.7861737
"2135 TOWER CRT, Port Coquitlam, BC, Canada",49.23405899999999,-122.7748861
"1838 EUREKA AVE, Port Coquitlam, BC, Canada",49.23720669999999,-122.767687
"1445 WESTERN DR, Port Coquitlam, BC, Canada",49.24075879999999,-122.7840693
"1457 KNAPPEN ST, Port Coquitlam, BC, Canada",49.241495,-122.771571
"2069 CLARE PL, Port Coquitlam, BC, Canada",49.24015199999999,-122.7754089
"1090 CASTLE CRES, Port Coquitlam, BC, Canada",49.232019,-122.777906
"2544 COLONIAL DR, Port Coquitlam, BC, Canada",49.236528,-122.783001
"1123 EARLS CRT, Port Coquitlam, BC, Canada",49.2353258,-122.7790188
"2683 FORTRESS DR, Port Coquitlam, BC, Canada",49.229099,-122.789172
"1121 COUTTS WAY, Port Coquitlam, BC, Canada",49.23395,-122.7898029
"1278 BENNECK WAY, Port Coquitlam, BC, Canada",49.23736599999999,-122.7863088
"2366 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.2365891,-122.7782499
"1472 EASTERN DR, Port Coquitlam, BC, Canada",49.2416524,-122.7773218
"1922 YUKON AVE, Port Coquitlam, BC, Canada",49.237948,-122.770343
"952 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2313738,-122.7917036
"1456 DELIA DR, Port Coquitlam, BC, Canada",49.2418738,-122.7807929
"1452 CAROL PL, Port Coquitlam, BC, Canada",49.2412322,-122.7786893
"1436 CLAUDIA PL, Port Coquitlam, BC, Canada",49.2405736,-122.7804792
"1960 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.24019980000001,-122.7708043
"1995 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405993,-122.7716359
"987 CITADEL DR, Port Coquitlam, BC, Canada",49.2329626,-122.7806669
"1031 CITADEL DR, Port Coquitlam, BC, Canada",49.2336342,-122.7794636
"867 BAILEY CRT, Port Coquitlam, BC, Canada",49.2347786,-122.7847691
"2417 COLONIAL DR, Port Coquitlam, BC, Canada",49.23408,-122.7816792
"1239 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.2365904,-122.7794974
"1027 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2320602,-122.7745336
"1276 DEWAR WAY, Port Coquitlam, BC, Canada",49.2374097,-122.7851091
"2441 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.235749,-122.7799391
"1251 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2365479,-122.781856
"1263 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.238103,-122.7836476
"1446 MCDONALD PL, Port Coquitlam, BC, Canada",49.24117529999999,-122.7712176
"2234 GARRISON CRT, Port Coquitlam, BC, Canada",49.2336173,-122.7772225
"2168 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2310963,-122.7775605
"1210 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2360232,-122.7847547
"2449 COLONIAL DR, Port Coquitlam, BC, Canada",49.23472,-122.78223
"1263 GATEWAY PL, Port Coquitlam, BC, Canada",49.2367706,-122.7761504
"1948 EUREKA AVE, Port Coquitlam, BC, Canada",49.236148,-122.770513
"2020 LEGGATT PL, Port Coquitlam, BC, Canada",49.23412829999999,-122.7719321
"2709 ANVIL GREEN, Port Coquitlam, BC, Canada",49.2309531,-122.7903811
"1152 COUTTS WAY, Port Coquitlam, BC, Canada",49.234793,-122.788172
"1439 STEWART PL, Port Coquitlam, BC, Canada",49.2411851,-122.7695177
"1252 BENNECK WAY, Port Coquitlam, BC, Canada",49.2367405,-122.7870906
"1232 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.23648499999999,-122.778784
"1270 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2375866,-122.7719184
"1149 YARMOUTH ST, Port Coquitlam, BC, Canada",49.23446029999999,-122.773532
"1896 ARGUE ST, Port Coquitlam, BC, Canada",49.234623,-122.76802
"1920 JACANA AVE, Port Coquitlam, BC, Canada",49.23868400000001,-122.770336
"976 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.231916,-122.7906966
"1107 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.23197,-122.7859987
"839 PALADIN TERR, Port Coquitlam, BC, Canada",49.2305204,-122.7857641
"2355 COLONIAL DR, Port Coquitlam, BC, Canada",49.233815,-122.7804471
"2075 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.240582,-122.7736377
"1071 CITADEL DR, Port Coquitlam, BC, Canada",49.2342765,-122.7789763
"2111 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2368817,-122.7723245
"1440 EASTERN DR, Port Coquitlam, BC, Canada",49.240755,-122.779252
"1449 DELIA DR, Port Coquitlam, BC, Canada",49.2414815,-122.7807957
"2030 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402388,-122.7724903
"858 CITADEL DR, Port Coquitlam, BC, Canada",49.2311126,-122.7859902
"1139 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.2333618,-122.7874792
"2263 RAMPART PL, Port Coquitlam, BC, Canada",49.23335300000001,-122.777435
"1075 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.233299,-122.7745299
"1215 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2364323,-122.7897265
"1336 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2377191,-122.7729279
"1291 RICARD PL, Port Coquitlam, BC, Canada",49.2358225,-122.7756343
"1120 FLETCHER WAY, Port Coquitlam, BC, Canada",49.234143,-122.789991
"1184 CASTLE CRES, Port Coquitlam, BC, Canada",49.2354309,-122.776742
"1430 KNAPPEN ST, Port Coquitlam, BC, Canada",49.241069,-122.7722472
"1253 BRADSHAW ST, Port Coquitlam, BC, Canada",49.2374908,-122.7706841
"1246 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2365712,-122.7717146
"2167 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2374273,-122.7746365
"1442 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.2411144,-122.7762775
"1462 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2415106,-122.7739583
"1926 JACANA AVE, Port Coquitlam, BC, Canada",49.2386753,-122.7707734
"1873 JACANA AVE, Port Coquitlam, BC, Canada",49.2390576,-122.7694129
"2040 LEGGATT PL, Port Coquitlam, BC, Canada",49.23351299999999,-122.7720389
"1243 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2375858,-122.7842979
"1155 CASTLE CRES, Port Coquitlam, BC, Canada",49.23417,-122.7761125
"1394 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2385922,-122.7730718
"2659 FORTRESS DR, Port Coquitlam, BC, Canada",49.2295647,-122.791683
"851 MUSKET TERR, Port Coquitlam, BC, Canada",49.231269,-122.7881406
"1453 WESTERN DR, Port Coquitlam, BC, Canada",49.24111449999999,-122.7840651
"1480 WESTERN DR, Port Coquitlam, BC, Canada",49.24195599999999,-122.7827661
"2675 PIONEER WAY, Port Coquitlam, BC, Canada",49.23456059999999,-122.7876779
"967 GOVERNOR CRT, Port Coquitlam, BC, Canada",49.235456,-122.783538
"2465 COLONIAL DR, Port Coquitlam, BC, Canada",49.235276,-122.7822319
"2360 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.235846,-122.778908
"2631 FORTRESS DR, Port Coquitlam, BC, Canada",49.2313714,-122.7911552
"1329 EASTERN DR, Port Coquitlam, BC, Canada",49.2401653,-122.7845424
"2629 KLASSEN CRT, Port Coquitlam, BC, Canada",49.23843,-122.785023
"2450 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.2356576,-122.7806189
"1923 EUREKA AVE, Port Coquitlam, BC, Canada",49.2367249,-122.770174
"1912 EUREKA AVE, Port Coquitlam, BC, Canada",49.2366009,-122.7693118
"2538 PALISADE CRES, Port Coquitlam, BC, Canada",49.230657,-122.7835283
"835 BAILEY CRT, Port Coquitlam, BC, Canada",49.2347682,-122.7840119
"1152 CASTLE CRES, Port Coquitlam, BC, Canada",49.2345029,-122.775335
"1441 ELINOR CRES, Port Coquitlam, BC, Canada",49.24065470000001,-122.7875941
"1427 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.24040309999999,-122.7762859
"1323 PITT RIVER RD, Port Coquitlam, BC, Canada",49.238726,-122.771645
"1899 YUKON AVE, Port Coquitlam, BC, Canada",49.2384165,-122.7697289
"2568 COLONIAL DR, Port Coquitlam, BC, Canada",49.236809,-122.784313
"1179 CASTLE CRES, Port Coquitlam, BC, Canada",49.234953,-122.776326
"1849 HARBOUR ST, Port Coquitlam, BC, Canada",49.2366796,-122.7680908
"1455 MCDONALD PL, Port Coquitlam, BC, Canada",49.2415146,-122.7705693
"816 CITADEL DR, Port Coquitlam, BC, Canada",49.2302007,-122.7867176
"1066 YARMOUTH ST, Port Coquitlam, BC, Canada",49.233088,-122.7728354
"1173 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2358012,-122.7897611
"2148 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2372987,-122.7731008
"1311 ELINOR CRES, Port Coquitlam, BC, Canada",49.2393787,-122.7875677
"1855 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.24057639999999,-122.7686474
"1092 COUTTS WAY, Port Coquitlam, BC, Canada",49.233418,-122.789543
"2227 CASTLE CRES, Port Coquitlam, BC, Canada",49.232287,-122.7784101
"2174 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2377726,-122.773981
"1402 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.240583,-122.777347
"2191 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2381661,-122.7745799
"2138 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2314983,-122.7789402
"1149 COUTTS WAY, Port Coquitlam, BC, Canada",49.23468099999999,-122.78886
"2363 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23628110000001,-122.7789391
"2317 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23626609999999,-122.7775958
"1164 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2347107,-122.7738579
"2149 PARAPET TERR, Port Coquitlam, BC, Canada",49.2354333,-122.7753437
"2535 COLONIAL DR, Port Coquitlam, BC, Canada",49.236884,-122.782315
"1223 KENSINGTON PL, Port Coquitlam, BC, Canada",49.236317,-122.780621
"1313 EASTERN DR, Port Coquitlam, BC, Canada",49.239598,-122.7859063
"1448 HELEN DR, Port Coquitlam, BC, Canada",49.24097039999999,-122.7846564
"1447 DENISE PL, Port Coquitlam, BC, Canada",49.24126099999999,-122.7820754
"1509 EASTERN DR, Port Coquitlam, BC, Canada",49.242157,-122.776058
"756 CAPITAL CRT, Port Coquitlam, BC, Canada",49.22783339999999,-122.7911407
"1119 SETTLERS CRT, Port Coquitlam, BC, Canada",49.2337393,-122.7869196
"1058 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.232963,-122.77392
"1219 COUTTS PL, Port Coquitlam, BC, Canada",49.2365143,-122.7886464
"856 BAILEY CRT, Port Coquitlam, BC, Canada",49.2341688,-122.784598
"1259 BRAND ST, Port Coquitlam, BC, Canada",49.2380353,-122.7661965
"958 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.234164,-122.783416
"1249 NELSON PL, Port Coquitlam, BC, Canada",49.237656,-122.768424
"1401 MORRISON ST, Port Coquitlam, BC, Canada",49.2403762,-122.7674332
"2585 PALISADE CRES, Port Coquitlam, BC, Canada",49.2297041,-122.7861025
"2647 FORTRESS DR, Port Coquitlam, BC, Canada",49.2304185,-122.7917829
"1228 DEWAR WAY, Port Coquitlam, BC, Canada",49.236068,-122.786508
"1248 DEWAR WAY, Port Coquitlam, BC, Canada",49.236607,-122.785887
"1234 RICARD PL, Port Coquitlam, BC, Canada",49.2357562,-122.7740513
"1249 YARMOUTH ST, Port Coquitlam, BC, Canada",49.23610550000001,-122.7736496
"952 MOODY CRT, Port Coquitlam, BC, Canada",49.2330959,-122.7822664
"982 MOODY CRT, Port Coquitlam, BC, Canada",49.23320229999999,-122.7831836
"1254 BRAND ST, Port Coquitlam, BC, Canada",49.2379951,-122.7667993
"2658 KLASSEN CRT, Port Coquitlam, BC, Canada",49.237994,-122.786885
"1181 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2358542,-122.7818091
"2056 POEL PL, Port Coquitlam, BC, Canada",49.2347693,-122.7729241
"1921 JACANA AVE, Port Coquitlam, BC, Canada",49.2391404,-122.7705153
"1460 DENISE PL, Port Coquitlam, BC, Canada",49.2422619,-122.781711
"787 CITADEL DR, Port Coquitlam, BC, Canada",49.22934850000001,-122.788053
"856 MUSKET TERR, Port Coquitlam, BC, Canada",49.2311901,-122.787415
"1144 SETTLERS CRT, Port Coquitlam, BC, Canada",49.233842,-122.786041
"1821 EUREKA AVE, Port Coquitlam, BC, Canada",49.2377212,-122.767401
"1501 CELESTE CRES, Port Coquitlam, BC, Canada",49.2423429,-122.7795125
"2157 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.23051299999999,-122.778487
"815 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.2353961,-122.7840495
"953 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.234795,-122.783316
"1236 GATEWAY PL, Port Coquitlam, BC, Canada",49.2360143,-122.7760224
"2383 BEGBIE TERR, Port Coquitlam, BC, Canada",49.234706,-122.7805477
"1151 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.233658,-122.7856457
"1036 YARMOUTH ST, Port Coquitlam, BC, Canada",49.23245319999999,-122.7730212
"1260 DEWAR WAY, Port Coquitlam, BC, Canada",49.236932,-122.785513
"1232 GATEWAY PL, Port Coquitlam, BC, Canada",49.23586780000001,-122.776065
"1228 KENSINGTON PL, Port Coquitlam, BC, Canada",49.2363037,-122.7799807
"1163 EARLS CRT, Port Coquitlam, BC, Canada",49.235889,-122.779463
"1868 EUREKA AVE, Port Coquitlam, BC, Canada",49.23692,-122.768429
"2104 CARMEN PL, Port Coquitlam, BC, Canada",49.241872,-122.7776534
"1945 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405841,-122.7702925
"945 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2312222,-122.7925961
"2533 PALISADE CRES, Port Coquitlam, BC, Canada",49.2304742,-122.7843802
"2187 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.231932,-122.7767881
"1069 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.233131,-122.774535
"1448 DELIA DR, Port Coquitlam, BC, Canada",49.2414576,-122.781319
"1364 CITADEL DR, Port Coquitlam, BC, Canada",49.23890100000001,-122.7736359
"1840 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2401969,-122.7683092
"1267 COUTTS PL, Port Coquitlam, BC, Canada",49.23766570000001,-122.788218
"929 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.2347473,-122.7827817
"1149 CITADEL DR, Port Coquitlam, BC, Canada",49.2353971,-122.7780995
"1392 MARY HILL LANE, Port Coquitlam, BC, Canada",49.2399835,-122.788589
